Energy,Value,Error
1e-07,3.31944e-11,0.478
4.14e-07,1.38685e-09,0.0923
5.316e-07,1.13077e-09,0.0869
6.826e-07,2.0264e-09,0.0583
8.764e-07,2.77385e-09,0.0584
1.125e-06,4.23465e-09,0.0483
1.445e-06,5.95157e-09,0.0389
1.855e-06,7.93049e-09,0.0333
2.382e-06,1.03268e-08,0.0337
3.059e-06,1.27691e-08,0.0268
3.928e-06,1.5953e-08,0.0246
5.043e-06,1.87852e-08,0.0238
6.476e-06,2.20975e-08,0.021
8.315e-06,2.60862e-08,0.0206
1.068e-05,2.9106e-08,0.0186
1.371e-05,3.22537e-08,0.0181
1.76e-05,3.59072e-08,0.017
2.26e-05,3.95329e-08,0.0241
2.902e-05,4.26954e-08,0.0169
3.727e-05,4.54447e-08,0.0146
4.785e-05,4.59134e-08,0.0158
6.144e-05,6.4837e-08,0.0137
7.889e-05,6.90772e-08,0.0131
0.0001013,7.26493e-08,0.0148
0.0001301,7.45873e-08,0.0152
0.000167,7.76883e-08,0.0135
0.0002145,9.03805e-08,0.0138
0.0002754,8.50822e-08,0.0132
0.0003536,3.72094e-08,0.02
0.000454,7.27866e-08,0.0166
0.0005829,1.21667e-07,0.0166
0.0007485,1.37471e-07,0.0123
0.0009611,1.48363e-07,0.0114
0.001234,1.40037e-07,0.0112
0.001585,1.99646e-07,0.0109
0.002035,1.74914e-07,0.0108
0.002249,4.21192e-08,0.0217
0.002485,2.24391e-08,0.0288
0.002613,1.43949e-08,0.0402
0.002747,2.06357e-08,0.0296
0.003035,5.80993e-08,0.021
0.003355,6.20399e-08,0.0194
0.003707,5.27238e-08,0.0193
0.004307,5.7021e-08,0.0184
0.005531,1.16373e-07,0.0133
0.007102,1.12356e-07,0.0147
0.009119,7.19047e-08,0.0192
0.01059,1.45363e-07,0.0124
0.01171,1.06388e-07,0.0152
0.01503,2.00062e-07,0.0116
0.0193,2.72094e-07,0.0099
0.02187,3.28739e-07,0.0089
0.02358,3.12566e-07,0.0084
0.02418,1.29214e-07,0.0134
0.02479,1.83859e-07,0.0101
0.02606,3.10523e-07,0.0081
0.027,4.35262e-08,0.0204
0.0285,5.1912e-09,0.0725
0.03183,3.93965e-08,0.0246
0.03431,7.68795e-08,0.0179
0.04087,2.9017e-07,0.0088
0.04631,3.67121e-07,0.0085
0.05248,2.86808e-07,0.009
0.05656,1.95147e-07,0.0116
0.06738,6.01067e-07,0.0064
0.07202,3.4417e-07,0.0078
0.0795,3.97407e-07,0.0076
0.0825,4.90766e-07,0.0059
0.08652,7.90668e-08,0.0168
0.09804,3.35326e-07,0.0085
0.1111,4.2496e-07,0.009
0.1168,3.29084e-07,0.0087
0.1228,4.41069e-07,0.007
0.1291,6.19915e-07,0.0057
0.1357,6.60218e-07,0.0052
0.1426,3.5207e-07,0.0075
0.15,8.84436e-08,0.017
0.1576,2.1506e-07,0.0112
